cve_id,cwes,description,severity,exploitability,impact,published_date,last_modified_date
CVE-2020-27409,{'CWE-79'},OpenSIS Community Edition before 7.5 is affected by a cross-site scripting (XSS) vulnerability in SideForStudent.php via the modname parameter.,MEDIUM,8.6,2.9,2020-12-04 16:15:00+00:00,2020-12-07 17:08:00+00:00
CVE-2020-27428,{'CWE-79'},A DOM-based cross-site scripting (XSS) vulnerability in Scratch-Svg-Renderer v0.2.0 allows attackers to execute arbitrary web scripts or HTML via a crafted sb3 file.,MEDIUM,8.6,2.9,2022-01-06 00:15:00+00:00,2022-01-12 17:17:00+00:00
CVE-2020-27519,{'CWE-269'},Pritunl Client v1.2.2550.20 contains a local privilege escalation vulnerability in the pritunl-service component. The attack vector is: malicious openvpn config. A local attacker could leverage the log and log-append along with log injection to create or append to privileged script files and execute code as root/SYSTEM.,HIGH,3.9,10.0,2021-04-30 14:15:00+00:00,2021-05-11 12:37:00+00:00
CVE-2020-27560,{'CWE-369'},"ImageMagick 7.0.10-34 allows Division by Zero in OptimizeLayerFrames in MagickCore/layer.c, which may cause a denial of service.",MEDIUM,8.6,2.9,2020-10-22 14:15:00+00:00,2022-06-03 18:57:00+00:00
CVE-2020-27589,{'CWE-295'},Synopsys hub-rest-api-python (aka blackduck on PyPI) version 0.0.25 - 0.0.52 does not validate SSL certificates in certain cases.,MEDIUM,10.0,2.9,2020-11-06 14:15:00+00:00,2020-11-20 15:55:00+00:00
CVE-2020-27611,{'CWE-327'},"BigBlueButton through 2.2.28 uses STUN/TURN resources from a third party, which may represent an unintended endpoint.",HIGH,10.0,6.4,2020-10-21 15:15:00+00:00,2022-06-15 03:16:00+00:00
CVE-2020-27619,{'NVD-CWE-noinfo'},"In Python 3 through 3.9.0, the Lib/test/multibytecodec_support.py CJK codec tests call eval() on content retrieved via HTTP.",HIGH,10.0,6.4,2020-10-22 03:16:00+00:00,2022-07-25 18:15:00+00:00
CVE-2020-27638,{'CWE-617'},receive.c in fastd before v21 allows denial of service (assertion failure) when receiving packets with an invalid type code.,MEDIUM,10.0,2.9,2020-10-22 13:15:00+00:00,2022-04-28 18:23:00+00:00
CVE-2020-27673,{'NVD-CWE-noinfo'},"An issue was discovered in the Linux kernel through 5.9.1, as used with Xen through 4.14.x. Guest OS users can cause a denial of service (host OS hang) via a high rate of events to dom0, aka CID-e99502f76271.",MEDIUM,3.9,6.9,2020-10-22 21:15:00+00:00,2022-04-26 16:23:00+00:00
CVE-2020-27675,"{'CWE-362', 'CWE-416', 'CWE-476'}","An issue was discovered in the Linux kernel through 5.9.1, as used with Xen through 4.14.x. drivers/xen/events/events_base.c allows event-channel removal during the event-handling loop (a race condition). This can cause a use-after-free or NULL pointer dereference, as demonstrated by a dom0 crash via events for an in-reconfiguration paravirtualized device, aka CID-073d0552ead5.",MEDIUM,3.4,6.9,2020-10-22 21:15:00+00:00,2022-04-26 16:29:00+00:00
CVE-2020-27678,{'CWE-120'},"An issue was discovered in illumos before 2020-10-22, as used in OmniOS before r151030by, r151032ay, and r151034y and SmartOS before 20201022. There is a buffer overflow in parse_user_name in lib/libpam/pam_framework.c.",HIGH,10.0,6.4,2020-10-26 12:17:00+00:00,2020-10-27 17:34:00+00:00
CVE-2020-27687,"{'CWE-74', 'CWE-20'}","ThingsBoard before v3.2 is vulnerable to Host header injection in password-reset emails. This allows an attacker to send malicious links in password-reset emails to victims, pointing to an attacker-controlled server. Lack of validation of the Host header allows this to happen.",MEDIUM,8.6,6.4,2020-12-18 19:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-27764,{'CWE-190'},"In /MagickCore/statistic.c, there are several areas in ApplyEvaluateOperator() where a size_t cast should have been a ssize_t cast, which causes out-of-range values under some circumstances when a crafted input file is processed by ImageMagick. Red Hat Product Security marked this as Low severity because although it could potentially lead to an impact to application availability, no specific impact was shown in this case. This flaw affects ImageMagick versions prior to 6.9.10-69.",MEDIUM,8.6,2.9,2020-12-03 17:15:00+00:00,2021-03-25 21:10:00+00:00
CVE-2020-27777,{'CWE-862'},A flaw was found in the way RTAS handled memory accesses in userspace to kernel communication. On a locked down (usually due to Secure Boot) guest system running on top of PowerVM or KVM hypervisors (pseries platform) a root like local user could use this flaw to further increase their privileges to that of a running kernel.,HIGH,3.9,10.0,2020-12-15 17:15:00+00:00,2020-12-22 17:18:00+00:00
CVE-2020-27786,{'CWE-416'},"A flaw was found in the Linux kernel’s implementation of MIDI, where an attacker with a local account and the permissions to issue ioctl commands to midi devices could trigger a use-after-free issue. A write to this specific memory while freed and before use causes the flow of execution to change and possibly allow for memory corruption or privilege escalation. The highest threat from this vulnerability is to confidentiality, integrity, as well as system availability.",HIGH,3.9,10.0,2020-12-11 05:15:00+00:00,2021-07-15 19:16:00+00:00
CVE-2020-27815,"{'CWE-787', 'CWE-119'}","A flaw was found in the JFS filesystem code in the Linux Kernel which allows a local attacker with the ability to set extended attributes to panic the system, causing memory corruption or escalating privileges. The highest threat from this vulnerability is to confidentiality, integrity, as well as system availability.",MEDIUM,3.9,8.5,2021-05-26 13:15:00+00:00,2021-12-10 19:56:00+00:00
CVE-2020-27829,{'CWE-122'},A heap based buffer overflow in coders/tiff.c may result in program crash and denial of service in ImageMagick before 7.0.10-45.,MEDIUM,8.6,2.9,2021-03-26 17:15:00+00:00,2021-03-29 20:25:00+00:00
CVE-2020-27958,{'CWE-116'},The Job Composer app in Ohio Supercomputer Center Open OnDemand before 1.7.19 and 1.8.x before 1.8.18 allows remote authenticated users to provide crafted input in a job template.,MEDIUM,8.0,2.9,2022-02-26 20:15:00+00:00,2022-07-12 17:42:00+00:00
CVE-2020-27985,{'CWE-306'},"Security Onion v2 prior to 2.3.10 has an incorrect sudo configuration, which allows the administrative user to obtain root access without using the sudo password by editing and executing /home/<user>/SecurityOnion/setup/so-setup.",HIGH,3.9,10.0,2020-11-23 14:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-27996,{'NVD-CWE-noinfo'},An issue was discovered in SmartStoreNET before 4.0.1. It does not properly consider the need for a CustomModelPartAttribute decoration in certain ModelBase.CustomProperties situations.,MEDIUM,8.0,6.4,2020-10-29 18:15:00+00:00,2021-03-04 20:09:00+00:00
CVE-2020-28030,"{'CWE-835', 'CWE-770', 'CWE-682'}","In Wireshark 3.2.0 to 3.2.7, the GQUIC dissector could crash. This was addressed in epan/dissectors/packet-gquic.c by correcting the implementation of offset advancement.",MEDIUM,10.0,2.9,2020-11-02 21:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-28032,{'CWE-502'},WordPress before 5.5.2 mishandles deserialization requests in wp-includes/Requests/Utility/FilteredIterator.php.,HIGH,10.0,6.4,2020-11-02 21:15:00+00:00,2022-06-29 18:57:00+00:00
CVE-2020-28036,{'CWE-862'},wp-includes/class-wp-xmlrpc-server.php in WordPress before 5.5.2 allows attackers to gain privileges by using XML-RPC to comment on a post.,HIGH,10.0,6.4,2020-11-02 21:15:00+00:00,2022-04-28 18:24:00+00:00
CVE-2020-28037,{'CWE-754'},"is_blog_installed in wp-includes/functions.php in WordPress before 5.5.2 improperly determines whether WordPress is already installed, which might allow an attacker to perform a new installation, leading to remote code execution (as well as a denial of service for the old installation).",HIGH,10.0,6.4,2020-11-02 21:15:00+00:00,2022-04-28 18:24:00+00:00
CVE-2020-28039,{'NVD-CWE-noinfo'},is_protected_meta in wp-includes/meta.php in WordPress before 5.5.2 allows arbitrary file deletion because it does not properly determine whether a meta key is considered protected.,MEDIUM,10.0,4.9,2020-11-02 21:15:00+00:00,2022-06-29 19:22:00+00:00
CVE-2020-28042,{'CWE-347'},ServiceStack before 5.9.2 mishandles JWT signature verification unless an application has a custom ValidateToken function that establishes a valid minimum length for a signature.,MEDIUM,10.0,2.9,2020-11-02 21:15:00+00:00,2020-11-17 17:55:00+00:00
CVE-2020-28043,{'CWE-918'},MISP through 2.4.133 allows SSRF in the REST client via the use_full_path parameter with an arbitrary URL.,MEDIUM,10.0,2.9,2020-11-02 21:15:00+00:00,2020-11-17 16:28:00+00:00
CVE-2020-28097,{'CWE-125'},"The vgacon subsystem in the Linux kernel before 5.8.10 mishandles software scrollback. There is a vgacon_scrolldelta out-of-bounds read, aka CID-973c096f6a85.",LOW,3.9,4.9,2021-06-24 12:15:00+00:00,2022-04-06 16:46:00+00:00
CVE-2020-28169,{'CWE-732'},"The td-agent-builder plugin before 2020-12-18 for Fluentd allows attackers to gain privileges because the bin directory is writable by a user account, but a file in bin is executed as NT AUTHORITY\\SYSTEM.",MEDIUM,3.4,10.0,2020-12-24 15:15:00+00:00,2022-04-05 16:04:00+00:00
CVE-2020-28194,{'CWE-191'},"Variable underflow exists in accel-ppp radius/packet.c when receiving a RADIUS vendor-specific attribute with length field is less than 2. It has an impact only when the attacker controls the RADIUS server, which can lead to arbitrary code execution.",HIGH,10.0,6.4,2021-02-01 14:15:00+00:00,2021-02-05 20:58:00+00:00
CVE-2020-28196,{'CWE-674'},MIT Kerberos 5 (aka krb5) before 1.17.2 and 1.18.x before 1.18.3 allows unbounded recursion via an ASN.1-encoded Kerberos message because the lib/krb5/asn.1/asn1_encode.c support for BER indefinite lengths lacks a recursion limit.,MEDIUM,10.0,2.9,2020-11-06 08:15:00+00:00,2022-05-12 14:47:00+00:00
CVE-2020-28248,"{'CWE-190', 'CWE-787'}",An integer overflow in the PngImg::InitStorage_() function of png-img before 3.1.0 leads to an under-allocation of heap memory and subsequently an exploitable heap-based buffer overflow when loading a crafted PNG file.,MEDIUM,8.6,6.4,2021-02-20 00:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-28267,{'NVD-CWE-noinfo'},Prototype pollution vulnerability in '@strikeentco/set' version 1.0.0 allows attacker to cause a denial of service and may lead to remote code execution.,MEDIUM,10.0,2.9,2020-11-10 16:15:00+00:00,2020-11-24 17:26:00+00:00
CVE-2020-28268,{'CWE-915'},Prototype pollution vulnerability in 'controlled-merge' versions 1.0.0 through 1.2.0 allows attacker to cause a denial of service and may lead to remote code execution.,MEDIUM,10.0,2.9,2020-11-15 23:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-28270,{'CWE-1321'},Prototype pollution vulnerability in 'object-hierarchy-access' versions 0.2.0 through 0.32.0 allows attacker to cause a denial of service and may lead to remote code execution.,HIGH,10.0,6.4,2020-11-12 18:15:00+00:00,2022-01-06 14:18:00+00:00
CVE-2020-28271,{'CWE-915'},Prototype pollution vulnerability in 'deephas' versions 1.0.0 through 1.0.5 allows attacker to cause a denial of service and may lead to remote code execution.,HIGH,10.0,6.4,2020-11-12 18:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-28272,{'NVD-CWE-noinfo'},Prototype pollution vulnerability in 'keyget' versions 1.0.0 through 2.2.0 allows attacker to cause a denial of service and may lead to remote code execution.,HIGH,10.0,6.4,2020-12-02 15:15:00+00:00,2020-12-07 16:12:00+00:00
CVE-2020-28273,{'NVD-CWE-noinfo'},Prototype pollution vulnerability in 'set-in' versions 1.0.0 through 2.0.0 allows attacker to cause a denial of service and may lead to remote code execution.,HIGH,10.0,6.4,2020-12-02 15:15:00+00:00,2020-12-07 16:08:00+00:00
CVE-2020-28274,{'NVD-CWE-noinfo'},Prototype pollution vulnerability in 'deepref' versions 1.1.1 through 1.2.1 allows attacker to cause a denial of service and may lead to remote code execution.,HIGH,10.0,6.4,2020-12-08 22:15:00+00:00,2020-12-10 17:50:00+00:00
CVE-2020-28337,{'CWE-22'},"A directory traversal issue in the Utils/Unzip module in Microweber through 1.1.20 allows an authenticated attacker to gain remote code execution via the backup restore feature. To exploit the vulnerability, an attacker must have the credentials of an administrative user, upload a maliciously constructed ZIP file with file paths including relative paths (i.e., ../../), move this file into the backup directory, and execute a restore on this file.",MEDIUM,8.0,6.4,2021-02-15 20:15:00+00:00,2022-01-01 18:13:00+00:00
CVE-2020-28346,{'CWE-476'},ACRN through 2.2 has a devicemodel/hw/pci/virtio/virtio.c NULL Pointer Dereference.,MEDIUM,10.0,2.9,2021-03-26 04:15:00+00:00,2021-03-27 04:00:00+00:00
CVE-2020-28349,{'CWE-20'},"** DISPUTED ** An inaccurate frame deduplication process in ChirpStack Network Server 3.9.0 allows a malicious gateway to perform uplink Denial of Service via malformed frequency attributes in CollectAndCallOnceCollect in internal/uplink/collect.go. NOTE: the vendor's position is that there are no \guarantees that allowing untrusted LoRa gateways to the network should still result in a secure network.\""""",MEDIUM,8.0,6.9,2020-11-09 01:15:00+00:00,2020-11-19 15:46:00+00:00
CVE-2020-28365,{'CWE-79'},"** UNSUPPORTED WHEN ASSIGNED ** Sentrifugo 3.2 allows Stored Cross-Site Scripting (XSS) vulnerability by inserting a payload within the X-Forwarded-For HTTP header during the login process. When an administrator looks at logs, the payload is executed. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.",MEDIUM,8.6,2.9,2020-12-30 19:15:00+00:00,2021-01-04 16:18:00+00:00
CVE-2020-28371,"{'CWE-190', 'CWE-787'}","** UNSUPPORTED WHEN ASSIGNED ** An issue was discovered in ReadyTalk Avian 1.2.0 before 2020-10-27. The FileOutputStream.write() method in FileOutputStream.java has a boundary check to prevent out-of-bounds memory read/write operations. However, an integer overflow leads to bypassing this check and achieving the out-of-bounds access. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.",HIGH,10.0,6.4,2020-11-09 22:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-28374,{'CWE-22'},"In drivers/target/target_core_xcopy.c in the Linux kernel before 5.10.7, insufficient identifier checking in the LIO SCSI target code can be used by remote attackers to read or write files via directory traversal in an XCOPY request, aka CID-2896c93811e3. For example, an attack can occur over a network if the attacker has access to one iSCSI LUN. The attacker gains control over file access because I/O operations are proxied via an attacker-selected backstore.",MEDIUM,8.0,4.9,2021-01-13 04:15:00+00:00,2021-03-15 22:04:00+00:00
CVE-2020-28441,{'CWE-1321'},"This affects the package conf-cfg-ini before 1.2.2. If an attacker submits a malicious INI file to an application that parses it with decode, they will pollute the prototype on the application. This can be exploited further depending on the context.",Unknown,,,2022-07-25 14:15:00+00:00,2022-08-01 12:35:00+00:00
CVE-2020-28446,{'CWE-77'},The package ntesseract before 0.2.9 are vulnerable to Command Injection via lib/tesseract.js.,Unknown,,,2022-07-25 14:15:00+00:00,2022-07-28 19:16:00+00:00
CVE-2020-28451,,This affects the package image-tiler before 2.0.2.,Unknown,,,2022-08-02 14:15:00+00:00,2022-08-02 15:23:00+00:00
CVE-2020-28456,{'CWE-79'},The package s-cart/core before 4.4 are vulnerable to Cross-site Scripting (XSS) via the admin panel.,MEDIUM,8.6,2.9,2020-12-15 16:15:00+00:00,2020-12-16 16:01:00+00:00
CVE-2020-28457,{'CWE-79'},This affects the package s-cart/core before 4.4. The search functionality of the admin dashboard in core/src/Admin/Controllers/AdminOrderController.phpindex is vulnerable to XSS.,LOW,6.8,2.9,2020-12-15 16:15:00+00:00,2020-12-16 21:30:00+00:00
CVE-2020-28458,{'CWE-915'},All versions of package datatables.net are vulnerable to Prototype Pollution due to an incomplete fix for https://snyk.io/vuln/SNYK-JS-DATATABLESNET-598806.,HIGH,10.0,6.4,2020-12-16 11:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-28460,{'CWE-915'},This affects the package multi-ini before 2.1.2. It is possible to pollute an object's prototype by specifying the constructor.proto object as part of an array. This is a bypass of CVE-2020-28448.,HIGH,10.0,6.4,2020-12-22 13:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-28461,{'CWE-1321'},"This affects the package js-ini before 1.3.0. If an attacker submits a malicious INI file to an application that parses it with parse , they will pollute the prototype on the application. This can be exploited further depending on the context.",Unknown,,,2022-07-25 14:15:00+00:00,2022-08-01 13:32:00+00:00
CVE-2020-28471,{'CWE-1321'},This affects the package properties-reader before 2.2.0.,Unknown,,,2022-07-25 14:15:00+00:00,2022-08-01 14:04:00+00:00
CVE-2020-28472,{'NVD-CWE-noinfo'},"This affects the package @aws-sdk/shared-ini-file-loader before 1.0.0-rc.9; the package aws-sdk before 2.814.0. If an attacker submits a malicious INI file to an application that parses it with loadSharedConfigFiles , they will pollute the prototype on the application. This can be exploited further depending on the context.",HIGH,10.0,6.4,2021-01-19 11:15:00+00:00,2021-01-28 15:16:00+00:00
CVE-2020-28490,{'CWE-78'},The package async-git before 1.13.2 are vulnerable to Command Injection via shell meta-characters (back-ticks). For example: git.reset('atouch HACKEDb'),HIGH,10.0,6.4,2021-02-18 15:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-28491,{'CWE-770'},"This affects the package com.fasterxml.jackson.dataformat:jackson-dataformat-cbor from 0 and before 2.11.4, from 2.12.0-rc1 and before 2.12.1. Unchecked allocation of byte buffer can cause a java.lang.OutOfMemoryError exception.",MEDIUM,10.0,2.9,2021-02-18 16:15:00+00:00,2022-07-25 18:15:00+00:00
CVE-2020-28494,{'CWE-78'},This affects the package total.js before 3.4.7. The issue occurs in the image.pipe and image.stream functions. The type parameter is used to build the command that is then executed using child_process.spawn. The issue occurs because child_process.spawn is called with the option shell set to true and because the type parameter is not properly sanitized.,HIGH,10.0,6.4,2021-02-02 11:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-28495,{'NVD-CWE-Other'},"This affects the package total.js before 3.4.7. The set function can be used to set a value into the object according to the path. However the keys of the path being set are not properly sanitized, leading to a prototype pollution vulnerability. The impact depends on the application. In some cases it is possible to achieve Denial of service (DoS), Remote Code Execution or Property Injection.",HIGH,10.0,6.4,2021-02-02 11:15:00+00:00,2021-02-05 16:53:00+00:00
CVE-2020-28496,{'CWE-400'},"This affects the package three before 0.125.0. This can happen when handling rgb or hsl colors. PoC: var three = require('three') function build_blank (n) { var ret = \rgb(\"" for (var i = 0; i < n; i++) { ret += \"" \"" } return ret + \""\""; } var Color = three.Color var time = Date.now(); new Color(build_blank(50000)) var time_cost = Date.now() - time; console.log(time_cost+\"" ms\"")""",MEDIUM,10.0,2.9,2021-02-18 15:15:00+00:00,2021-02-25 17:05:00+00:00
CVE-2020-28498,{'CWE-327'},The package elliptic before 6.5.4 are vulnerable to Cryptographic Issues via the secp256k1 implementation in elliptic/ec/key.js. There is no check to confirm that the public key point passed into the derive function actually exists on the secp256k1 curve. This results in the potential for the private key used in this implementation to be revealed after a number of ECDH operations are performed.,MEDIUM,8.6,2.9,2021-02-02 19:15:00+00:00,2021-02-08 17:35:00+00:00
CVE-2020-28705,{'CWE-352'},FUEL CMS 1.4.13 contains a cross-site request forgery (CSRF) vulnerability that can delete a page via a post ID to /pages/delete/3.,MEDIUM,8.6,2.9,2021-03-10 14:15:00+00:00,2021-03-12 18:42:00+00:00
CVE-2020-28874,"{'CWE-404', 'CWE-287'}",reset-password.php in ProjectSend before r1295 allows remote attackers to reset a password because of incorrect business logic. Errors are not properly considered (an invalid token parameter).,MEDIUM,10.0,2.9,2021-01-26 18:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-28896,"{'CWE-287', 'CWE-755'}","Mutt before 2.0.2 and NeoMutt before 2020-11-20 did not ensure that $ssl_force_tls was processed if an IMAP server's initial server response was invalid. The connection was not properly closed, and the code could continue attempting to authenticate. This could result in authentication credentials being exposed on an unencrypted connection, or to a machine-in-the-middle.",LOW,4.9,2.9,2020-11-23 19:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-28915,{'CWE-125'},"A buffer over-read (at the framebuffer layer) in the fbcon code in the Linux kernel before 5.8.15 could be used by local attackers to read kernel memory, aka CID-6735b4632def.",MEDIUM,3.9,8.5,2020-11-18 08:15:00+00:00,2020-12-15 19:52:00+00:00
CVE-2020-28919,{'CWE-79'},A stored cross site scripting (XSS) vulnerability in Checkmk 1.6.0x prior to 1.6.0p19 allows an authenticated remote attacker to inject arbitrary JavaScript via a javascript: URL in a view title.,LOW,6.8,2.9,2022-01-15 17:15:00+00:00,2022-01-21 20:58:00+00:00
CVE-2020-28925,{'NVD-CWE-noinfo'},"Bolt before 3.7.2 does not restrict filter options in a Request in the Twig context, and is therefore inconsistent with the \How to Harden Your PHP for Better Security\"" guidance.""",MEDIUM,10.0,2.9,2020-12-30 19:15:00+00:00,2021-01-04 16:35:00+00:00
CVE-2020-28941,{'CWE-763'},"An issue was discovered in drivers/accessibility/speakup/spk_ttyio.c in the Linux kernel through 5.9.9. Local attackers on systems with the speakup driver could cause a local denial of service attack, aka CID-d41227544427. This occurs because of an invalid free when the line discipline is used more than once.",MEDIUM,3.9,6.9,2020-11-19 19:15:00+00:00,2020-12-11 00:15:00+00:00
CVE-2020-28947,{'CWE-79'},"In MISP 2.4.134, XSS exists in the template element index view because the id parameter is mishandled.",MEDIUM,8.6,2.9,2020-11-19 18:15:00+00:00,2020-11-30 18:37:00+00:00
CVE-2020-28953,{'NVD-CWE-noinfo'},"In BigBlueButton before 2.2.29, a user can vote more than once in a single poll.",MEDIUM,8.0,2.9,2020-11-19 22:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-28954,{'CWE-116'},"web/controllers/ApiController.groovy in BigBlueButton before 2.2.29 lacks certain parameter sanitization, as demonstrated by accepting control characters in a user name.",MEDIUM,10.0,2.9,2020-11-19 22:15:00+00:00,2020-11-29 23:41:00+00:00
CVE-2020-28974,{'CWE-125'},"A slab-out-of-bounds read in fbcon in the Linux kernel before 5.9.7 could be used by local attackers to read privileged information or potentially crash the kernel, aka CID-3c4e0dff2095. This occurs because KD_FONT_OP_COPY in drivers/tty/vt/vt.c can be used for manipulations such as font height.",MEDIUM,3.9,8.5,2020-11-20 18:15:00+00:00,2021-01-27 19:44:00+00:00
CVE-2020-28984,{'NVD-CWE-noinfo'},"prive/formulaires/configurer_preferences.php in SPIP before 3.2.8 does not properly validate the couleur, display, display_navigation, display_outils, imessage, and spip_ecran parameters.",HIGH,10.0,6.4,2020-11-23 22:15:00+00:00,2021-02-04 15:05:00+00:00
CVE-2020-29006,{'CWE-862'},"MISP before 2.4.135 lacks an ACL check, related to app/Controller/GalaxyElementsController.php and app/Model/GalaxyElement.php.",HIGH,10.0,6.4,2020-11-24 15:15:00+00:00,2020-12-03 15:36:00+00:00
CVE-2020-29070,{'CWE-79'},osCommerce 2.3.4.1 has XSS vulnerability via the authenticated user entering the XSS payload into the title section of newsletters.,LOW,6.8,2.9,2020-11-25 20:15:00+00:00,2020-11-27 17:41:00+00:00
CVE-2020-29074,{'CWE-732'},"scan.c in x11vnc 0.9.16 uses IPC_CREAT|0777 in shmget calls, which allows access by actors other than the current user.",MEDIUM,8.0,6.4,2020-11-25 23:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-29128,{'CWE-91'},"petl before 1.68, in some configurations, allows resolution of entities in an XML document.",MEDIUM,8.6,6.4,2020-11-26 05:15:00+00:00,2020-12-03 16:48:00+00:00
CVE-2020-29158,{'CWE-862'},An issue was discovered in Zammad before 3.5.1. An Agent with Customer permissions in a Group can bypass intended access control on internal Articles via the Ticket detail view.,MEDIUM,8.0,2.9,2020-12-28 08:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-29159,{'NVD-CWE-noinfo'},"An issue was discovered in Zammad before 3.5.1. The default signup Role (for newly created Users) can be a privileged Role, if configured by an admin. This behvaior was unintended.",MEDIUM,8.0,2.9,2020-12-28 08:15:00+00:00,2020-12-29 15:45:00+00:00
CVE-2020-29160,{'CWE-862'},An issue was discovered in Zammad before 3.5.1. A REST API call allows an attacker to change Ticket Article data in a way that defeats auditing.,MEDIUM,10.0,2.9,2020-12-28 08:15:00+00:00,2021-07-21 11:39:00+00:00
CVE-2020-29171,{'CWE-79'},Cross-site scripting (XSS) vulnerability in admin/wp-security-blacklist-menu.php in the Tips and Tricks HQ All In One WP Security & Firewall (all-in-one-wp-security-and-firewall) plugin before 4.4.6 for WordPress.,MEDIUM,8.6,2.9,2021-02-10 15:15:00+00:00,2021-02-11 22:54:00+00:00
CVE-2020-29367,{'CWE-787'},blosc2.c in Blosc C-Blosc2 through 2.0.0.beta.5 has a heap-based buffer overflow when there is a lack of space to write compressed data.,HIGH,8.6,10.0,2020-11-27 20:15:00+00:00,2020-12-03 20:58:00+00:00
CVE-2020-29368,{'CWE-362'},"An issue was discovered in __split_huge_pmd in mm/huge_memory.c in the Linux kernel before 5.7.5. The copy-on-write implementation can grant unintended write access because of a race condition in a THP mapcount check, aka CID-c444eb564fb1.",MEDIUM,3.4,10.0,2020-11-28 07:15:00+00:00,2022-04-26 16:34:00+00:00
CVE-2020-29369,{'CWE-362'},"An issue was discovered in mm/mmap.c in the Linux kernel before 5.7.11. There is a race condition between certain expand functions (expand_downwards and expand_upwards) and page-table free operations from an munmap call, aka CID-246c320a8cfe.",MEDIUM,3.4,10.0,2020-11-28 07:15:00+00:00,2021-02-24 20:37:00+00:00
CVE-2020-29370,{'CWE-362'},"An issue was discovered in kmem_cache_alloc_bulk in mm/slub.c in the Linux kernel before 5.5.11. The slowpath lacks the required TID increment, aka CID-fd4d9c7d0c71.",MEDIUM,3.4,6.4,2020-11-28 07:15:00+00:00,2020-12-18 11:15:00+00:00
CVE-2020-29371,{'CWE-908'},"An issue was discovered in romfs_dev_read in fs/romfs/storage.c in the Linux kernel before 5.8.4. Uninitialized memory leaks to userspace, aka CID-bcf85fcedfdd.",LOW,3.9,2.9,2020-11-28 07:15:00+00:00,2020-12-02 18:05:00+00:00
CVE-2020-29372,{'CWE-362'},"An issue was discovered in do_madvise in mm/madvise.c in the Linux kernel before 5.6.8. There is a race condition between coredump operations and the IORING_OP_MADVISE implementation, aka CID-bc0c4d1e176e.",MEDIUM,3.4,6.9,2020-11-28 07:15:00+00:00,2021-04-08 00:15:00+00:00
CVE-2020-29373,{'CWE-22'},"An issue was discovered in fs/io_uring.c in the Linux kernel before 5.6. It unsafely handles the root directory during path lookups, and thus a process inside a mount namespace can escape to unintended filesystem locations, aka CID-ff002b30181d.",LOW,3.9,2.9,2020-11-28 07:15:00+00:00,2020-12-02 17:44:00+00:00
CVE-2020-29374,"{'CWE-362', 'CWE-863'}","An issue was discovered in the Linux kernel before 5.7.3, related to mm/gup.c and mm/huge_memory.c. The get_user_pages (aka gup) implementation, when used for a copy-on-write page, does not properly consider the semantics of read operations and therefore can grant unintended write access, aka CID-17839856fd58.",LOW,3.4,4.9,2020-11-28 07:15:00+00:00,2022-04-19 15:41:00+00:00
CVE-2020-29534,{'NVD-CWE-Other'},"An issue was discovered in the Linux kernel before 5.9.3. io_uring takes a non-refcounted reference to the files_struct of the process that submitted a request, causing execve() to incorrectly optimize unshare_fd(), aka CID-0f2122045b94.",HIGH,3.9,10.0,2020-12-03 20:15:00+00:00,2021-06-02 15:31:00+00:00
CVE-2020-29572,{'CWE-79'},app/View/Elements/genericElements/SingleViews/Fields/genericField.ctp in MISP 2.4.135 has XSS via the authkey comment field.,MEDIUM,8.6,2.9,2020-12-06 00:15:00+00:00,2020-12-10 14:48:00+00:00
CVE-2020-29651,{'NVD-CWE-Other'},A denial of service via regular expression in the py.path.svnwc component of py (aka python-py) through 1.9.0 could be used by attackers to cause a compute-time denial of service attack by supplying malicious input to the blame functionality.,MEDIUM,10.0,2.9,2020-12-09 07:15:00+00:00,2022-07-25 18:15:00+00:00
CVE-2020-29653,{'CWE-79'},"Froxlor through 0.10.22 does not perform validation on user input passed in the customermail GET parameter. The value of this parameter is reflected in the login webpage, allowing the injection of arbitrary HTML tags.",MEDIUM,8.6,2.9,2022-04-13 13:15:00+00:00,2022-04-20 16:22:00+00:00
